% Model,000.mph
% Version,COMSOL 5.6.0.341
% Date,"Jan 24 2022, 02:19"
% Dimension,2
% Nodes,21
% Expressions,3
% Description,"濃度, 圧力, 速度大きさ"
% Length unit,mm
% x,y,c (mol/m^3),p (Pa),spf.U (m/s)
-0.1,0,0,48.078451156897,9.673587739092627E-14
-0.09000000000000001,0,0,41.449259536219294,0.011957961643964734
-0.08,0,0,34.820067915538274,0.023915923287978768
-0.07,0,0,28.19087629485725,0.03587388493199279
-0.06000000000000001,0,0,21.56168467417623,0.04783184657600681
-0.05,0,0,14.932493053495207,0.05978980822002084
-0.04000000000000001,0,0,8.303301432814191,0.07174776986403485
-0.030000000000000002,0,0,1.6741098121331768,0.08370573150804887
-0.020000000000000004,0,0,-4.955081808547846,0.0956636931520629
-0.010000000000000009,0,0,-11.58427342922886,0.10762165479607691
0,0,0,-18.213465049909885,0.11957961644009094
0.009999999999999995,0,0,-11.588291998476736,0.10762165479612786
0.01999999999999999,0,0,-4.9631189470153645,0.09566369315211382
0.030000000000000002,0,0,1.6620541044460164,0.0837057315080998
0.04000000000000001,0,0,8.287227155907397,0.07174776986408578
0.04999999999999999,0,0,14.912400207368758,0.05978980822007177
0.060000000000000005,0,0,21.53757325883014,0.047831846576057754
0.07,0,0,28.162746310291528,0.035873884932043715
0.07999999999999999,0,0,34.7879193617529,0.023915923288029703
0.09,0,0,41.41309241321427,0.011957961644015688
0.1,0,0,48.03826546467575,3.2731296865751754E-15
